# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1206       1.391759952956e-10       2.415668352215e-12       1.486979435088e-12       0.000000000000e+00       2.790246179284e-15       7.719405679051e-17      -4.840902608775e-17 
 1207       1.384982675471e-10       2.443576827761e-12       1.522598357588e-12       0.000000000000e+00       2.781245174407e-15       8.270582074708e-17      -4.953647516732e-17 
 1208       1.378188078787e-10       2.471722043677e-12       1.555652573938e-12       0.000000000000e+00       2.772280446718e-15       8.823733331469e-17      -5.065519169711e-17 
 1209       1.371378523990e-10       2.500090287438e-12       1.586137462197e-12       0.000000000000e+00       2.763351825939e-15       9.378155950113e-17      -5.176503836960e-17 
 1210       1.364556387767e-10       2.528667751328e-12       1.614048434912e-12       0.000000000000e+00       2.754459139123e-15       9.933141757238e-17      -5.286587724258e-17 
 1211       1.357724062443e-10       2.557440532245e-12       1.639380939241e-12       0.000000000000e+00       2.745602210647e-15       1.048797789560e-16      -5.395756973813e-17 
 1212       1.350883956007e-10       2.586394631500e-12       1.662130457064e-12       0.000000000000e+00       2.736780862209e-15       1.104194681446e-16      -5.503997664146e-17 
 1213       1.344038492146e-10       2.615515954615e-12       1.682292505105e-12       0.000000000000e+00       2.727994912813e-15       1.159432625991e-16      -5.611295809982e-17 
 1214       1.337190110282e-10       2.644790311132e-12       1.699862635042e-12       0.000000000000e+00       2.719244178770e-15       1.214438926523e-16      -5.717637362139e-17 
 1215       1.330341265596e-10       2.674203414402e-12       1.714836433631e-12       0.000000000000e+00       2.710528473689e-15       1.269140414119e-16      -5.823008207422e-17 
 1216       1.323494429066e-10       2.703740881397e-12       1.727209522819e-12       0.000000000000e+00       2.701847608466e-15       1.323463446646e-16      -5.927394168505e-17 
 1217       1.316652087496e-10       2.733388232502e-12       1.736977559860e-12       0.000000000000e+00       2.693201391285e-15       1.377333907787e-16      -6.030781003829e-17 
 1218       1.309816743550e-10       2.763130891322e-12       1.744136237433e-12       0.000000000000e+00       2.684589627602e-15       1.430677206081e-16      -6.133154407485e-17 
 1219       1.302990915781e-10       2.792954184479e-12       1.748681283758e-12       0.000000000000e+00       2.676012120146e-15       1.483418273953e-16      -6.234500009109e-17 
 1220       1.296177138669e-10       2.822843341413e-12       1.750608462715e-12       0.000000000000e+00       2.667468668909e-15       1.535481566750e-16      -6.334803373766e-17 
 1221       1.289377962645e-10       2.852783494184e-12       1.749913573957e-12       0.000000000000e+00       2.658959071138e-15       1.586791061774e-16      -6.434050001846e-17 
 1222       1.282595954131e-10       2.882759677273e-12       1.746592453030e-12       0.000000000000e+00       2.650483121329e-15       1.637270257318e-16      -6.532225328949e-17 
 1223       1.275833695566e-10       2.912756827381e-12       1.740640971487e-12       0.000000000000e+00       2.642040611223e-15       1.686842171696e-16      -6.629314725777e-17 
 1224       1.269093785441e-10       2.942759783230e-12       1.732055037007e-12       0.000000000000e+00       2.633631329794e-15       1.735429342283e-16      -6.725303498021e-17 
 1225       1.262378838330e-10       2.972753285367e-12       1.720830593509e-12       0.000000000000e+00       2.625255063246e-15       1.782953824540e-16      -6.820176886257e-17 
 1226       1.255691484924e-10       3.002721975960e-12       1.706963621273e-12       0.000000000000e+00       2.616911595005e-15       1.829337191058e-16      -6.913920065826e-17 
 1227       1.249034372060e-10       3.032650398599e-12       1.690450137053e-12       0.000000000000e+00       2.608600705713e-15       1.874500530586e-16      -7.006518146734e-17 
 1228       1.242410162756e-10       3.062522998103e-12       1.671286194193e-12       0.000000000000e+00       2.600322173219e-15       1.918364447063e-16      -7.097956173533e-17 
 1229       1.235821319773e-10       3.092325043813e-12       1.649473657087e-12       0.000000000000e+00       2.592075794352e-15       1.960871642232e-16      -7.188220291473e-17 
 1230       1.229269453442e-10       3.122045411924e-12       1.625037599483e-12       0.000000000000e+00       2.583861450523e-15       2.002054959391e-16      -7.277301260338e-17 
 1231       1.222755966141e-10       3.151673835855e-12       1.598009113345e-12       0.000000000000e+00       2.575679042890e-15       2.041970147035e-16      -7.365190982180e-17 
 1232       1.216282268082e-10       3.181199985623e-12       1.568419553861e-12       0.000000000000e+00       2.567528470644e-15       2.080673349529e-16      -7.451881338842e-17 
 1233       1.209849777317e-10       3.210613467716e-12       1.536300540019e-12       0.000000000000e+00       2.559409631005e-15       2.118221107927e-16      -7.537364191934e-17 
 1234       1.203459919762e-10       3.239903824971e-12       1.501683955181e-12       0.000000000000e+00       2.551322419217e-15       2.154670360805e-16      -7.621631382821e-17 
 1235       1.197114129203e-10       3.269060536442e-12       1.464601947655e-12       0.000000000000e+00       2.543266728543e-15       2.190078445083e-16      -7.704674732600e-17 
 1236       1.190813847318e-10       3.298073017279e-12       1.425086931277e-12       0.000000000000e+00       2.535242450259e-15       2.224503096856e-16      -7.786486042085e-17 
 1237       1.184560523686e-10       3.326930618603e-12       1.383171585980e-12       0.000000000000e+00       2.527249473650e-15       2.258002452217e-16      -7.867057091792e-17 
 1238       1.178355615806e-10       3.355622627373e-12       1.338888858371e-12       0.000000000000e+00       2.519287686004e-15       2.290635048085e-16      -7.946379641916e-17 
 1239       1.172200589112e-10       3.384138266268e-12       1.292271962306e-12       0.000000000000e+00       2.511356972608e-15       2.322459823033e-16      -8.024445432315e-17 
 1240       1.166096916983e-10       3.412466693554e-12       1.243354379469e-12       0.000000000000e+00       2.503457216740e-15       2.353536118113e-16      -8.101246182494e-17 
 1241       1.160046080765e-10       3.440597002966e-12       1.192169859938e-12       0.000000000000e+00       2.495588299669e-15       2.383923677683e-16      -8.176773591588e-17 
 1242       1.154049569779e-10       3.468518223574e-12       1.138752422770e-12       0.000000000000e+00       2.487750100645e-15       2.413682650234e-16      -8.251019338339e-17 
 1243       1.148108881342e-10       3.496219319662e-12       1.083136356569e-12       0.000000000000e+00       2.479942496897e-15       2.442873589218e-16      -8.323975081085e-17 
 1244       1.142225520775e-10       3.523689190600e-12       1.025356220066e-12       0.000000000000e+00       2.472165363626e-15       2.471557453870e-16      -8.395632457737e-17 
 1245       1.136401001425e-10       3.550916670719e-12       9.654468426888e-13       0.000000000000e+00       2.464418574002e-15       2.499795610042e-16      -8.465983085764e-17 
 1246       1.130636844677e-10       3.577890529185e-12       9.034433251429e-13       0.000000000000e+00       2.456701999155e-15       2.527649831023e-16      -8.535018562175e-17 
 1247       1.124934579965e-10       3.604599469871e-12       8.393810399824e-13       0.000000000000e+00       2.449015508174e-15       2.555182298370e-16      -8.602730463501e-17 
 1248       1.119295744794e-10       3.631032131236e-12       7.732956321868e-13       0.000000000000e+00       2.441358968102e-15       2.582455602732e-16      -8.669110345776e-17 
 1249       1.113721884748e-10       3.657177086192e-12       7.052230197356e-13       0.000000000000e+00       2.433732243927e-15       2.609532744678e-16      -8.734149744522e-17 
 1250       1.108214553511e-10       3.683022841984e-12       6.351993941837e-13       0.000000000000e+00       2.426135198579e-15       2.636477135523e-16      -8.797840174729e-17 
 1251       1.102775312878e-10       3.708557840060e-12       5.632612212362e-13       0.000000000000e+00       2.418567692926e-15       2.663352598158e-16      -8.860173130839e-17 
 1252       1.097405732770e-10       3.733770455949e-12       4.894452413235e-13       0.000000000000e+00       2.411029585769e-15       2.690223367871e-16      -8.921140086726e-17 
 1253       1.092107391250e-10       3.758648999131e-12       4.137884701766e-13       0.000000000000e+00       2.403520733833e-15       2.717154093176e-16      -8.980732495681e-17 
 1254       1.086881874538e-10       3.783181712914e-12       3.363281994021e-13       0.000000000000e+00       2.396040991767e-15       2.744209836643e-16      -9.038941790391e-17 
 1255       1.081730777025e-10       3.807356774306e-12       2.571019970572e-13       0.000000000000e+00       2.388590212137e-15       2.771456075720e-16      -9.095759382926e-17 
 1256       1.076655701289e-10       3.831162293890e-12       1.761477082246e-13       0.000000000000e+00       2.381168245419e-15       2.798958703562e-16      -9.151176664716e-17 
 1257       1.071658258109e-10       3.854586315698e-12       9.350345558822e-14       0.000000000000e+00       2.373774939996e-15       2.826784029859e-16      -9.205185006537e-17 
 1258       1.066740066479e-10       3.877616817084e-12       9.207640007505e-15       0.000000000000e+00       2.366410142151e-15       2.854998781657e-16      -9.257775758491e-17 
 1259       1.061902753624e-10       3.900241708602e-12      -7.670105890697e-14       0.000000000000e+00       2.359073696067e-15       2.883670104194e-16      -9.308940249991e-17 
 1260       1.057147955017e-10       3.922448833872e-12      -1.641836822186e-13       0.000000000000e+00       2.351765443815e-15       2.912865561717e-16      -9.358669789740e-17 
 1261       1.052477314390e-10       3.944225969464e-12      -2.532009910897e-13       0.000000000000e+00       2.344485225352e-15       2.942653138316e-16      -9.406955665717e-17 
 1262       1.047892483750e-10       3.965560824763e-12      -3.437134662062e-13       0.000000000000e+00       2.337232878516e-15       2.973101238746e-16      -9.453789145155e-17 
 1263       1.043395123394e-10       3.986441041849e-12      -4.356813072030e-13       0.000000000000e+00       2.330008239024e-15       3.004278689255e-16      -9.499161474526e-17 
 1264       1.038986901927e-10       4.006854195370e-12      -5.290644320884e-13       0.000000000000e+00       2.322811140460e-15       3.036254738415e-16      -9.543063879523e-17 
 1265       1.034669496271e-10       4.026787792412e-12      -6.238224766693e-13       0.000000000000e+00       2.315641414274e-15       3.069099057940e-16      -9.585487565043e-17 
 1266       1.030444591686e-10       4.046229272378e-12      -7.199147939761e-13       0.000000000000e+00       2.308498889778e-15       3.102881743521e-16      -9.626423715167e-17 
 1267       1.026313881778e-10       4.065166006861e-12      -8.173004536874e-13       0.000000000000e+00       2.301383394140e-15       3.137673315647e-16      -9.665863493145e-17 
 1268       1.022278780732e-10       4.083586981478e-12      -9.159376476205e-13       0.000000000000e+00       2.294294768332e-15       3.173523118054e-16      -9.703800478893e-17 
 1269       1.018339556324e-10       4.101487862856e-12      -1.015781899857e-12       0.000000000000e+00       2.287232915207e-15       3.210394238809e-16      -9.740238012300e-17 
 1270       1.014496186939e-10       4.118865989819e-12      -1.116787834836e-12       0.000000000000e+00       2.280197751964e-15       3.248227840547e-16      -9.775181934551e-17 
 1271       1.010748648445e-10       4.135718696719e-12      -1.218909768801e-12       0.000000000000e+00       2.273189194248e-15       3.286964693994e-16      -9.808638158452e-17 
 1272       1.007096914193e-10       4.152043313440e-12      -1.322101709178e-12       0.000000000000e+00       2.266207156136e-15       3.326545177192e-16      -9.840612668601e-17 
 1273       1.003540955002e-10       4.167837165399e-12      -1.426317353957e-12       0.000000000000e+00       2.259251550142e-15       3.366909274707e-16      -9.871111521544e-17 
 1274       1.000080739158e-10       4.183097573538e-12      -1.531510091072e-12       0.000000000000e+00       2.252322287207e-15       3.407996576848e-16      -9.900140845945e-17 
 1275       9.967162324055e-11       4.197821854332e-12      -1.637632997783e-12       0.000000000000e+00       2.245419276697e-15       3.449746278884e-16      -9.927706842743e-17 
 1276       9.934473979403e-11       4.212007319782e-12      -1.744638840056e-12       0.000000000000e+00       2.238542426400e-15       3.492097180258e-16      -9.953815785327e-17 
 1277       9.902741964046e-11       4.225651277418e-12      -1.852480071941e-12       0.000000000000e+00       2.231691642519e-15       3.534987683800e-16      -9.978474019688e-17 
 1278       9.871965858793e-11       4.238751030297e-12      -1.961108834959e-12       0.000000000000e+00       2.224866829675e-15       3.578355794949e-16      -1.000168796459e-16 
 1279       9.842145218774e-11       4.251303877005e-12      -2.070476957476e-12       0.000000000000e+00       2.218067890893e-15       3.622139120963e-16      -1.002346411174e-16 
 1280       9.813279573378e-11       4.263307111651e-12      -2.180535954087e-12       0.000000000000e+00       2.211294727608e-15       3.666274870138e-16      -1.004380902593e-16 
 1281       9.785368426184e-11       4.274758023873e-12      -2.291237024996e-12       0.000000000000e+00       2.204547239653e-15       3.710699851021e-16      -1.006272934523e-16 
 1282       9.758411254899e-11       4.285653898832e-12      -2.402531055396e-12       0.000000000000e+00       2.197825325261e-15       3.755350471629e-16      -1.008023178114e-16 
 1283       9.732407511285e-11       4.295992017214e-12      -2.514368614850e-12       0.000000000000e+00       2.191128881059e-15       3.800162738662e-16      -1.009632311873e-16 
 1284       9.707356621101e-11       4.305769655232e-12      -2.626699956675e-12       0.000000000000e+00       2.184457802062e-15       3.845072256718e-16      -1.011101021684e-16 
 1285       9.683257984032e-11       4.314984084619e-12      -2.739475017314e-12       0.000000000000e+00       2.177811981673e-15       3.890014227513e-16      -1.012430000825e-16 
 1286       9.660110973625e-11       4.323632572633e-12      -2.852643415726e-12       0.000000000000e+00       2.171191311674e-15       3.934923449091e-16      -1.013619949978e-16 
 1287       9.637914937222e-11       4.331712382055e-12      -2.966154452762e-12       0.000000000000e+00       2.164595682230e-15       3.979734315044e-16      -1.014671577255e-16 
 1288       9.616669195897e-11       4.339220771186e-12      -3.079957110546e-12       0.000000000000e+00       2.158024981875e-15       4.024380813727e-16      -1.015585598204e-16 
 1289       9.596373044385e-11       4.346154993850e-12      -3.194000051854e-12       0.000000000000e+00       2.151479097517e-15       4.068796527470e-16      -1.016362735835e-16 
 1290       9.577025751019e-11       4.352512299393e-12      -3.308231619501e-12       0.000000000000e+00       2.144957914428e-15       4.112914631799e-16      -1.017003720630e-16 
 1291       9.558626557667e-11       4.358289932679e-12      -3.422599835712e-12       0.000000000000e+00       2.138461316245e-15       4.156667894649e-16      -1.017509290561e-16 
 1292       9.541174679659e-11       4.363485134093e-12      -3.537052401512e-12       0.000000000000e+00       2.131989184961e-15       4.199988675578e-16      -1.017880191108e-16 
 1293       9.524669305727e-11       4.368095139541e-12      -3.651536696100e-12       0.000000000000e+00       2.125541400925e-15       4.242808924987e-16      -1.018117175274e-16 
 1294       9.509109597938e-11       4.372117180444e-12      -3.765999776233e-12       0.000000000000e+00       2.119117842837e-15       4.285060183331e-16      -1.018221003602e-16 
 1295       9.494494691625e-11       4.375548483744e-12      -3.880388375605e-12       0.000000000000e+00       2.112718387744e-15       4.326673580337e-16      -1.018192444189e-16 
 1296       9.480823695324e-11       4.378386271901e-12      -3.994648904229e-12       0.000000000000e+00       2.106342911033e-15       4.367579834221e-16      -1.018032272708e-16 
 1297       9.468095690709e-11       4.380627762890e-12      -4.108727447816e-12       0.000000000000e+00       2.099991286435e-15       4.407709250902e-16      -1.017741272418e-16 
 1298       9.456309732523e-11       4.382270170204e-12      -4.222569767158e-12       0.000000000000e+00       2.093663386011e-15       4.446991723215e-16      -1.017320234184e-16 
 1299       9.445464848512e-11       4.383310702852e-12      -4.336121297506e-12       0.000000000000e+00       2.087359080157e-15       4.485356730134e-16      -1.016769956494e-16 
 1300       9.435560039362e-11       4.383746565359e-12      -4.449327147953e-12       0.000000000000e+00       2.081078237595e-15       4.522733335979e-16      -1.016091245472e-16 
 1301       9.426594278633e-11       4.383574957763e-12      -4.562132100810e-12       0.000000000000e+00       2.074820725370e-15       4.559050189639e-16      -1.015284914899e-16 
 1302       9.418566512689e-11       4.382793075619e-12      -4.674480610995e-12       0.000000000000e+00       2.068586408846e-15       4.594235523782e-16      -1.014351786224e-16 
 1303       9.411475660636e-11       4.381398109995e-12      -4.786316805405e-12       0.000000000000e+00       2.062375151704e-15       4.628217154076e-16      -1.013292688586e-16 
 1304       9.405320614255e-11       4.379387247470e-12      -4.897584482302e-12       0.000000000000e+00       2.056186815935e-15       4.660922478398e-16      -1.012108458827e-16 
 1305       9.400100237934e-11       4.376757670139e-12      -5.008227110691e-12       0.000000000000e+00       2.050021261839e-15       4.692278476058e-16      -1.010799941507e-16 
 1306       9.395813368606e-11       4.373506555608e-12      -5.118187829702e-12       0.000000000000e+00       2.043878348020e-15       4.722211707006e-16      -1.009367988926e-16 
 1307       9.392456958065e-11       4.369632495923e-12      -5.227413730409e-12       0.000000000000e+00       2.037757944336e-15       4.750668539605e-16      -1.007813513770e-16 
 1308       9.390020477314e-11       4.365139771729e-12      -5.335868754950e-12       0.000000000000e+00       2.031659970925e-15       4.777676083134e-16      -1.006137647675e-16 
 1309       9.388491449489e-11       4.360034125921e-12      -5.443520940473e-12       0.000000000000e+00       2.025584359610e-15       4.803281935340e-16      -1.004341584475e-16 
 1310       9.387857301602e-11       4.354321349156e-12      -5.550338149466e-12       0.000000000000e+00       2.019531040977e-15       4.827534016368e-16      -1.002426527741e-16 
 1311       9.388105364345e-11       4.348007279950e-12      -5.656288069442e-12       0.000000000000e+00       2.013499944376e-15       4.850480569395e-16      -1.000393690805e-16 
 1312       9.389222871891e-11       4.341097804775e-12      -5.761338212616e-12       0.000000000000e+00       2.007490997917e-15       4.872170161260e-16      -9.982442967820e-17 
 1313       9.391196961700e-11       4.333598858165e-12      -5.865455915590e-12       0.000000000000e+00       2.001504128463e-15       4.892651683106e-16      -9.959795785848e-17 
 1314       9.394014674319e-11       4.325516422805e-12      -5.968608339034e-12       0.000000000000e+00       1.995539261635e-15       4.911974351013e-16      -9.936007789484e-17 
 1315       9.397662953193e-11       4.316856529639e-12      -6.070762467361e-12       0.000000000000e+00       1.989596321799e-15       4.930187706635e-16      -9.911091504483e-17 
 1316       9.402128644461e-11       4.307625257964e-12      -6.171885108420e-12       0.000000000000e+00       1.983675232072e-15       4.947341617831e-16      -9.885059555210e-17 
 1317       9.407398496763e-11       4.297828735531e-12      -6.271942893164e-12       0.000000000000e+00       1.977775914315e-15       4.963486279307e-16      -9.857924664843e-17 
 1318       9.413459161044e-11       4.287473138644e-12      -6.370902275342e-12       0.000000000000e+00       1.971898289126e-15       4.978672213248e-16      -9.829699655568e-17 
 1319       9.420297190357e-11       4.276564692257e-12      -6.468729531174e-12       0.000000000000e+00       1.966042275848e-15       4.992950269953e-16      -9.800397448787e-17 
 1320       9.427899039667e-11       4.265109670077e-12      -6.565390759034e-12       0.000000000000e+00       1.960207792553e-15       5.006371628472e-16      -9.770031065315e-17 
 1321       9.436251065654e-11       4.253114394660e-12      -6.660851879132e-12       0.000000000000e+00       1.954394756048e-15       5.018987797242e-16      -9.738613625581e-17 
 1322       9.445339526518e-11       4.240585237508e-12      -6.755078633194e-12       0.000000000000e+00       1.948603081870e-15       5.030850614722e-16      -9.706158349830e-17 
 1323       9.455150581780e-11       4.227528619176e-12      -6.848036584144e-12       0.000000000000e+00       1.942832684281e-15       5.042012250028e-16      -9.672678558326e-17 
 1324       9.465670292089e-11       4.213951009362e-12      -6.939691115785e-12       0.000000000000e+00       1.937083476266e-15       5.052525203568e-16      -9.638187671548e-17 
 1325       9.476884619023e-11       4.199858927011e-12      -7.030007432479e-12       0.000000000000e+00       1.931355369530e-15       5.062442307681e-16      -9.602699210394e-17 
 1326       9.488779424896e-11       4.185258940414e-12      -7.118950558831e-12       0.000000000000e+00       1.925648274497e-15       5.071816727268e-16      -9.566226796385e-17 
 1327       9.501340472558e-11       4.170157667304e-12      -7.206485339368e-12       0.000000000000e+00       1.919962100302e-15       5.080701960431e-16      -9.528784151860e-17 
 1328       9.514553425199e-11       4.154561774959e-12      -7.292576438221e-12       0.000000000000e+00       1.914296754794e-15       5.089151839108e-16      -9.490385100181e-17 
 1329       9.528403846156e-11       4.138477980300e-12      -7.377188338806e-12       0.000000000000e+00       1.908652144530e-15       5.097220529705e-16      -9.451043565931e-17 
 1330       9.542877198712e-11       4.121913049986e-12      -7.460285343504e-12       0.000000000000e+00       1.903028174771e-15       5.104962533738e-16      -9.410773575121e-17 
 1331       9.557958845906e-11       4.104873800519e-12      -7.541831573347e-12       0.000000000000e+00       1.897424749479e-15       5.112432688464e-16      -9.369589255384e-17 
 1332       9.573634050328e-11       4.087367098340e-12      -7.621790967691e-12       0.000000000000e+00       1.891841771319e-15       5.119686167517e-16      -9.327504836178e-17 
 1333       9.589887973933e-11       4.069399859927e-12      -7.700127283906e-12       0.000000000000e+00       1.886279141648e-15       5.126778481545e-16      -9.284534648991e-17 
 1334       9.606705677833e-11       4.050979051897e-12      -7.776804097052e-12       0.000000000000e+00       1.880736760520e-15       5.133765478845e-16      -9.240693127537e-17 
 1335       9.624072122113e-11       4.032111691103e-12      -7.851784799559e-12       0.000000000000e+00       1.875214526675e-15       5.140703345998e-16      -9.195994807959e-17 
 1336       9.641972165623e-11       4.012804844734e-12      -7.925032600915e-12       0.000000000000e+00       1.869712337544e-15       5.147648608504e-16      -9.150454329032e-17 
 1337       9.660390565792e-11       3.993065630413e-12      -7.996510527339e-12       0.000000000000e+00       1.864230089239e-15       5.154658131422e-16      -9.104086432358e-17 
 1338       9.679311978423e-11       3.972901216298e-12      -8.066181421469e-12       0.000000000000e+00       1.858767676556e-15       5.161789119999e-16      -9.056905962576e-17 
 1339       9.698720957504e-11       3.952318821176e-12      -8.134007942037e-12       0.000000000000e+00       1.853324992968e-15       5.169099120310e-16      -9.008927867553e-17 
 1340       9.718601955005e-11       3.931325714571e-12      -8.199952563557e-12       0.000000000000e+00       1.847901930621e-15       5.176646019893e-16      -8.960167198594e-17 
 1341       9.738939320686e-11       3.909929216835e-12      -8.263977576001e-12       0.000000000000e+00       1.842498380337e-15       5.184488048383e-16      -8.910639110638e-17 
 1342       9.759717301902e-11       3.888136699250e-12      -8.326045084483e-12       0.000000000000e+00       1.837114231604e-15       5.192683778149e-16      -8.860358862459e-17 
 1343       9.780920043400e-11       3.865955584127e-12      -8.386117008936e-12       0.000000000000e+00       1.831749372578e-15       5.201292124929e-16      -8.809341816868e-17 
 1344       9.802531587131e-11       3.843393344906e-12      -8.444155083801e-12       0.000000000000e+00       1.826403690077e-15       5.210372348466e-16      -8.757603440916e-17 
 1345       9.824535872046e-11       3.820457506254e-12      -8.500120857701e-12       0.000000000000e+00       1.821077069579e-15       5.219984053143e-16      -8.705159306091e-17 
 1346       9.846916785045e-11       3.797156035287e-12      -8.553981841135e-12       0.000000000000e+00       1.815769405448e-15       5.230170979653e-16      -8.652024111991e-17 
 1347       9.869658314805e-11       3.773498519703e-12      -8.605730023265e-12       0.000000000000e+00       1.810480631728e-15       5.240912186061e-16      -8.598208745315e-17 
 1348       9.892744399229e-11       3.749495002643e-12      -8.655363555651e-12       0.000000000000e+00       1.805210691675e-15       5.252170337666e-16      -8.543723189323e-17 
 1349       9.916158874268e-11       3.725155592857e-12      -8.702880622577e-12       0.000000000000e+00       1.799959527560e-15       5.263907867419e-16      -8.488577497603e-17 
 1350       9.939885473726e-11       3.700490464827e-12      -8.748279441139e-12       0.000000000000e+00       1.794727080666e-15       5.276086975480e-16      -8.432781794207e-17 
 1351       9.963907829069e-11       3.675509858894e-12      -8.791558261335e-12       0.000000000000e+00       1.789513291284e-15       5.288669628787e-16      -8.376346273788e-17 
 1352       9.988209469229e-11       3.650224081381e-12      -8.832715366151e-12       0.000000000000e+00       1.784318098712e-15       5.301617560612e-16      -8.319281201737e-17 
 1353       1.001277382041e-10       3.624643504716e-12      -8.871749071651e-12       0.000000000000e+00       1.779141441252e-15       5.314892270131e-16      -8.261596914318e-17 
 1354       1.003758420592e-10       3.598778567562e-12      -8.908657727066e-12       0.000000000000e+00       1.773983256209e-15       5.328455021981e-16      -8.203303818807e-17 
 1355       1.006262384591e-10       3.572639774937e-12      -8.943439714877e-12       0.000000000000e+00       1.768843479887e-15       5.342266845825e-16      -8.144412393624e-17 
 1356       1.008787585728e-10       3.546237698345e-12      -8.976093450910e-12       0.000000000000e+00       1.763722047588e-15       5.356288535915e-16      -8.084933188474e-17 
 1357       1.011332325339e-10       3.519582975892e-12      -9.006617384419e-12       0.000000000000e+00       1.758618893610e-15       5.370480650654e-16      -8.024876824481e-17 
 1358       1.013894894394e-10       3.492686312420e-12      -9.035009998176e-12       0.000000000000e+00       1.753533951242e-15       5.384803512161e-16      -7.964253994324e-17 
 1359       1.016473573473e-10       3.465558479627e-12      -9.061269808560e-12       0.000000000000e+00       1.748467152765e-15       5.399217205829e-16      -7.903075462374e-17 
 1360       1.019066632749e-10       3.438210316192e-12      -9.085395365645e-12       0.000000000000e+00       1.743418429446e-15       5.413681579893e-16      -7.841352064832e-17 
 1361       1.021672331969e-10       3.410652727901e-12      -9.107385253284e-12       0.000000000000e+00       1.738387711541e-15       5.428156244990e-16      -7.779094709862e-17 
 1362       1.024288920432e-10       3.382896687772e-12      -9.127238089204e-12       0.000000000000e+00       1.733374928286e-15       5.442600573722e-16      -7.716314377730e-17 
 1363       1.026914636973e-10       3.354953236182e-12      -9.144952525090e-12       0.000000000000e+00       1.728380007902e-15       5.456973700220e-16      -7.653022120940e-17 
 1364       1.029547709941e-10       3.326833480986e-12      -9.160527246672e-12       0.000000000000e+00       1.723402877586e-15       5.471234519704e-16      -7.589229064369e-17 
 1365       1.032186357183e-10       3.298548597649e-12      -9.173960973816e-12       0.000000000000e+00       1.718443463513e-15       5.485341688050e-16      -7.524946405406e-17 
 1366       1.034828786021e-10       3.270109829365e-12      -9.185252460612e-12       0.000000000000e+00       1.713501690830e-15       5.499253621347e-16      -7.460185414084e-17 
 1367       1.037473193235e-10       3.241528487186e-12      -9.194400495461e-12       0.000000000000e+00       1.708577483660e-15       5.512928495467e-16      -7.394957433222e-17 
 1368       1.040117765042e-10       3.212815950145e-12      -9.201403901161e-12       0.000000000000e+00       1.703670765091e-15       5.526324245622e-16      -7.329273878557e-17 
 1369       1.042760677079e-10       3.183983665382e-12      -9.206261535001e-12       0.000000000000e+00       1.698781457181e-15       5.539398565928e-16      -7.263146238882e-17 
 1370       1.045400094383e-10       3.155043148267e-12      -9.208972288842e-12       0.000000000000e+00       1.693909480952e-15       5.552108908971e-16      -7.196586076183e-17 
 1371       1.048034171369e-10       3.126005982529e-12      -9.209535089213e-12       0.000000000000e+00       1.689054756390e-15       5.564412485364e-16      -7.129605025773e-17 
 1372       1.050661051815e-10       3.096883820375e-12      -9.207948897391e-12       0.000000000000e+00       1.684217202438e-15       5.576266263315e-16      -7.062214796431e-17 
 1373       1.053278868840e-10       3.067688382621e-12      -9.204212709495e-12       0.000000000000e+00       1.679396737001e-15       5.587626968188e-16      -6.994427170538e-17 
 1374       1.055885744885e-10       3.038431458812e-12      -9.198325556571e-12       0.000000000000e+00       1.674593276936e-15       5.598451082064e-16      -6.926254004212e-17 
 1375       1.058479791694e-10       3.009124907351e-12      -9.190286504684e-12       0.000000000000e+00       1.669806738056e-15       5.608694843308e-16      -6.857707227445e-17 
 1376       1.061059110296e-10       2.979780655620e-12      -9.180094655000e-12       0.000000000000e+00       1.665037035123e-15       5.618314246125e-16      -6.788798844240e-17 
 1377       1.063621790981e-10       2.950410700108e-12      -9.167749143880e-12       0.000000000000e+00       1.660284081848e-15       5.627265040132e-16      -6.719540932746e-17 
 1378       1.066165913288e-10       2.921027106537e-12      -9.153249142965e-12       0.000000000000e+00       1.655547790890e-15       5.635502729911e-16      -6.649945645396e-17 
 1379       1.068689545981e-10       2.891642009980e-12      -9.136593859264e-12       0.000000000000e+00       1.650828073850e-15       5.642982574580e-16      -6.580025209043e-17 
 1380       1.071190747028e-10       2.862267614996e-12      -9.117782535245e-12       0.000000000000e+00       1.646124841271e-15       5.649659587349e-16      -6.509791925096e-17 
 1381       1.073667563588e-10       2.832916195746e-12      -9.096814448919e-12       0.000000000000e+00       1.641438002636e-15       5.655488535088e-16      -6.439258169654e-17 
 1382       1.076118031985e-10       2.803600096124e-12      -9.073688913931e-12       0.000000000000e+00       1.636767466365e-15       5.660423937888e-16      -6.368436393649e-17 
 1383       1.078540177692e-10       2.774331729879e-12      -9.048405279649e-12       0.000000000000e+00       1.632113139812e-15       5.664420068622e-16      -6.297339122974e-17 
